full_name,H,diameter,albedo,e,a,q,i,n
   286 Iclea (A889 PB),9.07,94.3,0.0508,0.023,3.195,3.122,17.94,0.1725
   287 Nephthys (A889 QA),8.25,59.615,0.238,0.0238,2.353,2.297,10.03,0.273
   288 Glauke (A890 DA),9.86,28.981,0.175,0.2061,2.759,2.19,4.34,0.2151
   289 Nenetta (A890 EA),9.71,37.586,0.889,0.2034,2.876,2.291,6.69,0.202
   290 Bruna (A890 FA),12.04,9.822,0.314,0.2583,2.337,1.733,22.34,0.2759
   291 Alice (A890 HA),11.54,10.456,0.425,0.0926,2.222,2.016,1.86,0.2976
   292 Ludovica (A890 HB),10.05,30.864,0.187,0.0336,2.53,2.445,14.87,0.2449
   293 Brasilia (A890 KA),10.24,57.486,0.056,0.102,2.863,2.571,15.61,0.2035
   294 Felicia (A890 NA),10.28,51.865,0.095,0.232,3.162,2.429,6.27,0.1753
   295 Theresia (A890 QA),10.04,28.34,0.171,0.1673,2.798,2.33,2.7,0.2106
   296 Phaetusa (A890 QB),12.53,8.196,0.379,0.1603,2.229,1.872,1.75,0.2962
   297 Caecilia (A890 RA),9.21,39.48,0.1796,0.1383,3.168,2.73,7.55,0.1748
   298 Baptistina (A890 RB),11.2,21.135,0.131,0.0952,2.264,2.049,6.28,0.2893
   299 Thora (A890 TA),11.35,15.757,0.251,0.0624,2.434,2.282,1.61,0.2595
   300 Geraldina (A890 TB),9.75,67.373,0.052,0.059,3.203,3.014,0.73,0.1719
   301 Bavaria (A890 WA),10.49,53.042,0.057,0.065,2.726,2.549,4.9,0.219
   302 Clarissa (A890 VA),11.28,38.53,0.0524,0.1111,2.406,2.139,3.41,0.2641
   303 Josephina (A891 CA),9.08,124.923,0.034,0.056,3.125,2.95,6.88,0.1784
   304 Olga (A891 CB),10.02,65.99,0.047,0.2225,2.403,1.868,15.85,0.2646
   305 Gordonia (A891 DA),8.86,47.739,0.238,0.1974,3.087,2.478,4.45,0.1817
   306 Unitas (A891 EA),8.74,47.2,0.201,0.1521,2.358,1.999,7.28,0.2722
   307 Nike (A891 EB),10.05,61.313,0.043,0.1427,2.907,2.492,6.13,0.1988
   308 Polyxo (A891 FA),8.17,128.578,0.047,0.0382,2.749,2.644,4.36,0.2163
   309 Fraternitas (A891 GA),10.65,41.075,0.056,0.1167,2.663,2.353,3.71,0.2267
   310 Margarita (A891 KA),10.19,33.708,0.115,0.1175,2.76,2.436,3.17,0.215
   311 Claudia (A891 LA),10.05,26.3,0.322,0.0066,2.896,2.877,3.22,0.1999
   312 Pierretta (A891 QA),8.95,46.191,0.23,0.1603,2.782,2.336,9.04,0.2124
   313 Chaldaea (A891 QB),9.17,71.183,0.044,0.1808,2.376,1.946,11.64,0.2691
   314 Rosalia (A891 RA),10.14,60.689,0.043,0.1705,3.158,2.62,12.51,0.1756
   315 Constantia (A891 RB),12.56,6.534,0.217,0.168,2.241,1.865,2.43,0.2938
   316 Goberta (A891 RC),10.16,56.067,0.061,0.1274,3.185,2.779,2.35,0.1734
   317 Roxane (A891 RD),9.75,18.648,0.926,0.0859,2.287,2.09,1.77,0.285
   318 Magdalena (A891 SA),9.46,85.0,0.054,0.0849,3.194,2.923,10.66,0.1726
   319 Leona (A891 TA),10.17,49.943,0.085,0.2138,3.41,2.681,10.56,0.1565
   320 Katharina (A891 TB),10.83,23.362,0.155,0.1151,3.013,2.666,9.39,0.1885
   321 Florentina (A891 TC),10.08,27.974,0.425,0.0468,2.884,2.749,2.58,0.2012
   322 Phaeo (A891 WB),9.15,69.855,0.089,0.2439,2.783,2.105,8.05,0.2122
   323 Brucia (A891 YB),9.49,27.714,0.295,0.2993,2.382,1.669,24.26,0.2681
   324 Bamberga (A892 DA),7.19,220.691,0.05,0.3404,2.683,1.77,11.1,0.2243
   325 Heidelberga (A892 EA),8.93,75.72,0.1068,0.1507,3.218,2.733,8.57,0.1707
   326 Tamara (A892 FD),9.39,93.0,0.0368,0.1902,2.318,1.877,23.7,0.2793
   327 Columbia (A892 FE),10.02,30.291,0.214,0.0639,2.775,2.598,7.13,0.2132
   328 Gudrun (A892 FF),9.0,145.68,0.025,0.1078,3.109,2.774,16.13,0.1798
   329 Svea (A892 FG),9.62,81.057,0.039,0.0263,2.477,2.411,15.88,0.2529
   330 Adalberta (A910 CB),12.51,9.111,0.256,0.2522,2.47,1.847,6.76,0.2539
   331 Etheridgea (A892 GA),9.93,74.92,0.0447,0.095,3.025,2.738,6.04,0.1873
   332 Siri (A892 FH),9.67,40.37,0.1719,0.0917,2.772,2.518,2.84,0.2136
   333 Badenia (A892 QA),9.57,72.199,0.047,0.1599,3.131,2.63,3.74,0.1779
   334 Chicago (A892 QB),7.63,198.77,0.041,0.0284,3.94,3.828,4.72,0.126
   335 Roberta (A892 RB),9.08,97.109,0.049,0.1709,2.478,2.054,5.11,0.2527
   336 Lacadiera (A892 SA),9.94,63.356,0.054,0.0949,2.252,2.038,5.65,0.2917
   337 Devosa (A892 SB),8.96,64.549,0.135,0.1372,2.383,2.056,7.86,0.2679
   338 Budrosa (A892 SF),8.59,50.506,0.276,0.0175,2.913,2.862,6.04,0.1982
   339 Dorothea (A892 SC),9.4,44.329,0.198,0.1022,3.009,2.701,9.96,0.1888
   340 Eduarda (A892 SD),9.99,28.025,0.247,0.1182,2.745,2.421,4.67,0.2167
   341 California (A892 SE),11.38,15.83,0.425,0.1945,2.199,1.771,5.67,0.3022
   342 Endymion (A892 UA),10.23,64.266,0.035,0.1298,2.568,2.235,7.35,0.2395
   343 Ostara (A892 VA),11.69,18.213,0.092,0.2294,2.412,1.859,3.26,0.2631
   344 Desiderata (A892 WA),8.28,124.181,0.067,0.3138,2.596,1.781,18.35,0.2357
   345 Tercidina (A892 WB),9.04,90.243,0.052,0.0611,2.326,2.183,9.74,0.2779
   346 Hermentaria (A892 WC),7.31,86.447,0.332,0.1026,2.796,2.509,8.76,0.2109
   347 Pariana (A892 WD),8.97,48.615,0.19,0.164,2.613,2.184,11.69,0.2333
   348 May (A892 WE),9.58,82.82,0.0448,0.0728,2.969,2.753,9.76,0.1926
   349 Dembowska (A892 XB),5.97,139.77,0.384,0.0885,2.925,2.667,8.25,0.197
   350 Ornamenta (A892 XC),8.45,128.729,0.048,0.1606,3.107,2.608,24.91,0.1799
   351 Yrsa (A892 YA),9.16,39.72,0.286,0.157,2.765,2.331,9.21,0.2144
   352 Gisela (A893 AB),10.11,26.744,0.195,0.1496,2.195,1.866,3.38,0.3032
   353 Ruperto-Carola (A893 BB),10.93,14.025,0.392,0.3272,2.736,1.841,5.71,0.2177
   354 Eleonora (A893 BC),6.17,148.97,0.201,0.1119,2.801,2.487,18.36,0.2103
   355 Gabriella (A893 BD),10.28,24.04,0.341,0.107,2.538,2.266,4.29,0.2438
   356 Liguria (A893 BE),8.37,145.503,0.065,0.242,2.754,2.087,8.21,0.2157
   357 Ninina (A893 CB),8.97,124.107,0.037,0.0784,3.151,2.904,15.06,0.1762
   358 Apollonia (A893 EC),9.12,90.116,0.05,0.1515,2.878,2.442,3.55,0.2019
   359 Georgia (A893 ED),9.4,43.89,0.2621,0.1557,2.729,2.304,6.77,0.2187
   360 Carlova (A893 EE),8.49,129.125,0.043,0.1736,3.004,2.483,11.74,0.1893
   361 Bononia (A893 EF),8.36,154.334,0.038,0.2103,3.975,3.139,12.58,0.1243
   362 Havnia (A893 EG),9.1,98.0,0.052,0.0445,2.579,2.464,8.06,0.238
   363 Padua (A893 FD),9.03,97.0,0.059,0.0728,2.747,2.547,5.95,0.2165
   364 Isara (A893 FE),9.91,25.901,0.3,0.149,2.221,1.89,6.01,0.2979
   365 Corduba (A893 FF),9.2,86.773,0.05,0.1553,2.804,2.369,12.8,0.2099
   366 Vincentina (A893 FG),8.66,86.368,0.091,0.0609,3.144,2.953,10.59,0.1768
   367 Amicitia (A893 KB),10.61,21.243,0.393,0.0952,2.22,2.008,2.94,0.298
   368 Haidea (A893 KC),9.92,69.277,0.038,0.2075,3.067,2.431,7.79,0.1835
   369 Aeria (A893 NA),8.62,73.767,0.127,0.0987,2.648,2.387,12.73,0.2288
   370 Modestia (A893 NB),10.67,38.093,0.065,0.091,2.325,2.114,7.86,0.278
   371 Bohemia (A893 OA),8.74,52.976,0.234,0.0613,2.729,2.562,7.4,0.2186
   372 Palma (A893 QB),7.39,173.642,0.059,0.2523,3.163,2.365,23.78,0.1752
   373 Melusina (A893 RA),9.13,98.695,0.04,0.137,3.12,2.692,15.38,0.1788
   374 Burgundia (A893 SA),8.76,44.67,0.3014,0.0804,2.779,2.556,8.99,0.2127
   375 Ursula (A893 SB),7.48,216.0,0.037,0.1022,3.127,2.807,15.94,0.1783
   376 Geometria (A893 SC),9.56,35.465,0.321,0.1719,2.289,1.896,5.43,0.2846
   377 Campania (A893 SD),9.11,90.346,0.06,0.0751,2.69,2.488,6.68,0.2234
   378 Holmia (A893 XA),9.8,27.831,0.339,0.1294,2.777,2.418,7.01,0.213
   379 Huenna (A894 AA),9.1,84.787,0.046,0.1789,3.141,2.579,1.67,0.177
   380 Fiducia (A894 AB),9.61,67.508,0.066,0.1153,2.677,2.369,6.16,0.225
   381 Myrrha (A894 AC),8.38,127.639,0.064,0.0886,3.229,2.943,12.62,0.1698
   382 Dodona (A894 BB),8.77,65.209,0.129,0.1639,3.134,2.62,7.41,0.1777
   383 Janina (A894 BC),10.04,43.482,0.04,0.1685,3.137,2.608,2.66,0.1774
   384 Burdigala (A894 CA),9.38,34.435,0.192,0.1454,2.653,2.267,5.59,0.2281
   385 Ilmatar (A894 EA),7.8,85.837,0.242,0.1271,2.847,2.485,13.58,0.2052
   386 Siegena (A894 EB),7.74,165.01,0.0692,0.1696,2.899,2.407,20.22,0.1997
   387 Aquitania (A894 EC),7.49,100.51,0.19,0.2385,2.737,2.084,18.15,0.2177
   388 Charybdis (A894 ED),8.71,125.754,0.042,0.065,3.005,2.81,6.45,0.1892
   389 Industria (A894 EE),7.95,74.378,0.225,0.0665,2.609,2.435,8.12,0.2339
   390 Alma (A894 FA),10.19,25.688,0.268,0.1321,2.651,2.301,12.14,0.2284
   391 Ingeborg (A894 VB),10.85,15.751,0.29,0.3054,2.321,1.612,23.2,0.2787
   392 Wilhelmina (A894 VD),9.73,60.75,0.173,0.1381,2.886,2.487,14.32,0.2011
   393 Lampetia (A894 VC),8.37,116.191,0.022,0.3339,2.778,1.851,14.83,0.2128
   394 Arduina (A894 WB),9.7,29.97,0.294,0.228,2.762,2.132,6.22,0.2147
   395 Delia (A894 WC),10.52,44.189,0.033,0.0838,2.786,2.553,3.35,0.212
   396 Aeolia (A894 XA),10.12,39.242,0.126,0.1591,2.741,2.305,2.55,0.2172
   397 Vienna (A894 YA),9.35,49.032,0.139,0.2472,2.635,1.984,12.87,0.2304
   398 Admete (A894 YB),10.7,49.771,0.054,0.2248,2.737,2.122,9.56,0.2176
   399 Persephone (A895 DD),8.91,39.566,0.311,0.0774,3.05,2.814,13.12,0.185
   400 Ducrosa (A895 EC),10.74,36.001,0.112,0.116,3.125,2.763,10.53,0.1784
   401 Ottilia (A895 FA),9.44,87.803,0.052,0.0303,3.346,3.244,5.96,0.1611
   402 Chloe (A895 FB),9.1,55.421,0.164,0.1112,2.559,2.274,11.84,0.2408
   403 Cyane (A895 KA),9.03,53.574,0.173,0.0973,2.81,2.536,9.15,0.2092
   404 Arsinoe (A895 MA),9.13,94.97,0.037,0.2018,2.591,2.069,14.1,0.2363
   405 Thia (A895 OB),8.79,108.894,0.018,0.2433,2.585,1.956,11.94,0.2372
   406 Erna (A895 QA),10.42,46.266,0.06,0.1778,2.919,2.4,4.19,0.1977
   407 Arachne (A895 TB),9.16,95.07,0.0548,0.0702,2.625,2.441,7.52,0.2317
   408 Fama (A917 RB),9.36,35.62,0.221,0.1478,3.167,2.699,9.09,0.1748
   409 Aspasia (A895 XC),7.65,171.012,0.054,0.0735,2.576,2.386,11.28,0.2384
   410 Chloris (A896 AC),8.42,118.929,0.043,0.239,2.728,2.076,10.96,0.2187
   411 Xanthe (A896 AD),9.54,76.53,0.0831,0.1135,2.936,2.603,15.35,0.1959
   412 Elisabetha (A896 AB),9.13,96.056,0.044,0.0413,2.763,2.649,13.78,0.2146
   413 Edburga (A896 AA),10.04,34.242,0.129,0.3423,2.583,1.699,18.74,0.2374
   414 Liriope (A896 BB),9.62,88.76,0.027,0.0745,3.502,3.241,9.56,0.1504
   415 Palatia (A896 CA),9.46,83.56,0.063,0.3011,2.792,1.951,8.22,0.2113
   416 Vaticana (A896 JA),7.72,85.47,0.1689,0.2198,2.791,2.177,12.83,0.2114
   417 Suevia (A896 JB),9.67,54.874,0.072,0.1346,2.802,2.425,6.64,0.2102
   418 Alemannia (A896 RD),9.75,40.33,0.201,0.1181,2.593,2.287,6.82,0.2361
   419 Aurelia (A896 RF),8.56,148.701,0.034,0.2523,2.595,1.941,3.93,0.2357
   420 Bertholda (A896 RC),8.31,138.699,0.044,0.0205,3.418,3.347,6.71,0.156
   421 Zahringia (A896 RE),11.57,14.119,0.172,0.2824,2.541,1.824,7.79,0.2433
   422 Berolina (A896 TA),10.65,10.714,0.716,0.2142,2.228,1.751,4.99,0.2963
   423 Diotima (A896 XA),7.39,175.859,0.067,0.0333,3.068,2.966,11.24,0.1834
   424 Gratia (A896 YD),9.73,102.565,0.027,0.1105,2.775,2.468,8.22,0.2132
   425 Cornelia (A896 YC),9.74,67.925,0.042,0.0574,2.887,2.721,4.05,0.2009
   426 Hippo (A897 RA),8.55,137.562,0.04,0.1067,2.887,2.579,19.5,0.201
   427 Galene (A897 RB),10.17,32.193,0.205,0.1184,2.972,2.62,5.13,0.1924
   428 Monachia (A897 WA),11.99,20.184,0.069,0.1781,2.308,1.897,6.19,0.2811
   429 Lotis (A897 WB),9.98,69.62,0.043,0.1241,2.607,2.283,9.54,0.2342
   430 Hybris (A897 YA),11.09,31.702,0.054,0.2503,2.851,2.137,14.54,0.2048
   431 Nephele (A897 YB),9.08,101.9,0.055,0.1733,3.145,2.6,1.83,0.1767
   432 Pythia (A897 YC),9.07,46.9,0.2338,0.1446,2.37,2.028,12.11,0.2701
   433 Eros (A898 PA),10.4,16.84,0.25,0.2229,1.458,1.133,10.83,0.5597
   434 Hungaria (A898 RB),11.2,8.934,0.726,0.0739,1.944,1.8,22.51,0.3636
   435 Ella (A898 RA),10.46,34.792,0.118,0.1549,2.451,2.072,1.82,0.2568
   436 Patricia (A898 RC),10.02,58.609,0.06,0.0717,3.203,2.974,18.52,0.1719
   437 Rhodia (A898 OA),10.46,13.373,0.677,0.2503,2.385,1.788,7.35,0.2676
   438 Zeuxo (A898 VG),10.18,58.871,0.061,0.0662,2.556,2.387,7.36,0.2412
   439 Ohio (A898 TA),9.82,70.421,0.027,0.0672,3.131,2.92,19.13,0.1779
   440 Theodora (A898 TB),11.54,13.6,0.63,0.1071,2.211,1.974,1.6,0.2999
   441 Bathilde (A898 XA),8.65,65.131,0.204,0.083,2.807,2.574,8.16,0.2095
   442 Eichsfeldia (A899 CA),9.95,62.171,0.044,0.0708,2.346,2.179,6.07,0.2744
   443 Photographica (A899 DA),10.14,25.504,0.21,0.0401,2.215,2.127,4.24,0.2989
   444 Gyptis (A899 FA),8.06,159.331,0.051,0.1733,2.771,2.291,10.27,0.2137
   445 Edna (A899 TC),9.28,87.812,0.044,0.1996,3.201,2.562,21.31,0.1721
   446 Aeternitas (A899 UB),8.85,53.562,0.317,0.1244,2.789,2.442,10.61,0.2116
   447 Valentine (A899 UD),9.05,85.224,0.061,0.0456,2.985,2.848,4.8,0.1911
   448 Natalie (A899 UC),10.2,50.534,0.052,0.1868,3.135,2.549,12.73,0.1776
   449 Hamburga (A899 UE),9.9,85.59,0.0393,0.1738,2.55,2.107,3.08,0.2421
   450 Brigitta (A899 VB),10.42,37.038,0.094,0.0982,3.019,2.722,10.13,0.1879
   451 Patientia (A899 XA),6.78,253.9,0.085,0.0695,3.065,2.852,15.21,0.1837
   452 Hamiltonia (A899 XB),11.86,11.563,0.252,0.0107,2.846,2.816,3.23,0.2052
   453 Tea (A900 DD),10.56,23.985,0.137,0.1083,2.183,1.947,5.55,0.3055
   454 Mathesis (A900 FB),9.39,81.743,0.055,0.1119,2.626,2.333,6.29,0.2316
   455 Bruchsalia (A900 KC),8.94,88.792,0.033,0.2943,2.656,1.875,12.02,0.2276
   456 Abnoba (A900 LA),9.1,37.713,0.286,0.1836,2.784,2.273,14.49,0.2122
   457 Alleghenia (A900 RA),11.1,18.739,0.208,0.1709,3.095,2.566,12.98,0.181
   458 Hercynia (A900 SD),9.74,36.698,0.191,0.2441,2.992,2.262,12.66,0.1904
   459 Signe (A900 UH),10.35,25.784,0.221,0.211,2.62,2.067,10.3,0.2324
   460 Scania (A900 UF),10.75,19.689,0.262,0.1035,2.717,2.436,4.64,0.22
   461 Saskia (A900 UG),10.49,43.603,0.057,0.1458,3.118,2.663,1.47,0.1791
   462 Eriphyla (A900 UJ),9.32,34.274,0.259,0.0868,2.874,2.625,3.19,0.2023
   463 Lola (A900 UK),11.74,20.908,0.082,0.2195,2.399,1.872,13.54,0.2653
   464 Megaira (A901 AB),9.71,77.056,0.045,0.2037,2.803,2.232,10.16,0.21
   465 Alekto (A901 AC),9.83,73.34,0.0433,0.1967,3.108,2.497,4.67,0.1799
   466 Tisiphone (A901 BB),8.4,95.495,0.092,0.0972,3.353,3.027,19.02,0.1606
   467 Laura (A901 AA),10.91,39.471,0.037,0.1066,2.944,2.63,6.45,0.1951
   468 Lina (A901 BC),9.84,60.238,0.057,0.1948,3.137,2.526,0.44,0.1774
   469 Argentina (A901 DC),8.65,133.718,0.035,0.1617,3.179,2.665,11.45,0.1739
   470 Kilia (A901 HC),10.05,27.75,0.148,0.0961,2.404,2.173,7.23,0.2645
   471 Papagena (A901 LA),6.34,148.128,0.164,0.2295,2.89,2.227,15.02,0.2006
   472 Roma (A901 NA),8.86,50.278,0.189,0.0953,2.543,2.301,15.82,0.243
   473 Nolli (A901 CB),11.7,12.394,0.138,0.1088,2.661,2.372,12.94,0.227
   474 Prudentia (A901 CC),10.95,40.972,0.041,0.2101,2.453,1.937,8.8,0.2566
   475 Ocllo (A901 PA),11.53,17.83,0.057,0.379,2.594,1.611,18.95,0.2359
   476 Hedwig (A901 QB),8.7,138.493,0.035,0.075,2.65,2.451,10.93,0.2285
   477 Italia (A901 QC),10.26,22.988,0.246,0.1872,2.416,1.964,5.29,0.2625
   478 Tergeste (A901 SC),7.93,80.738,0.174,0.0807,3.019,2.775,13.17,0.1879
   479 Caprera (A901 VK),9.81,60.088,0.071,0.2175,2.722,2.13,8.68,0.2194
   480 Hansa (A901 KB),8.22,56.22,0.2485,0.0442,2.644,2.527,21.32,0.2292
   481 Emita (A902 CB),8.78,101.829,0.032,0.157,2.741,2.31,9.85,0.2172
   482 Petrina (A902 EH),8.9,45.751,0.246,0.0954,3.003,2.716,14.47,0.1894
   483 Seppina (A902 EJ),8.41,66.858,0.184,0.0499,3.423,3.252,18.76,0.1556
   484 Pittsburghia (A902 HA),9.69,30.06,0.222,0.0567,2.667,2.516,12.51,0.2263
   485 Genua (A902 JC),8.23,63.88,0.2072,0.1893,2.752,2.231,13.86,0.2159
   486 Cremona (A902 JD),11.18,22.781,0.15,0.1638,2.351,1.966,11.1,0.2734
   487 Venetia (A902 NC),8.41,59.046,0.328,0.0866,2.671,2.439,10.25,0.2258
   488 Kreusa (A902 MC),7.89,168.117,0.047,0.1585,3.168,2.666,11.48,0.1748
   489 Comacina (A902 RD),8.6,139.39,0.0427,0.0491,3.151,2.996,13.0,0.1762
   490 Veritas (A902 RE),8.66,118.803,0.059,0.0884,3.175,2.895,9.29,0.1742
   491 Carina (A902 RG),9.0,91.176,0.037,0.0828,3.193,2.928,18.86,0.1728
   492 Gismonda (A902 RF),9.98,53.418,0.069,0.1835,3.107,2.537,1.61,0.1799
   493 Griseldis (A902 RH),10.91,41.55,0.081,0.178,3.114,2.559,15.18,0.1794
   494 Virtus (A902 TF),9.28,100.786,0.065,0.0643,2.985,2.793,7.08,0.1911
   495 Eulalia (A902 UL),11.17,37.287,0.062,0.1298,2.487,2.164,2.28,0.2514
   496 Gryphia (A902 UM),11.75,14.403,0.193,0.0787,2.199,2.026,3.79,0.3023
   497 Iva (A902 VB),9.82,40.932,0.119,0.3004,2.851,1.995,4.82,0.2047
   498 Tokio (A902 XA),8.85,81.83,0.0694,0.2239,2.65,2.057,9.5,0.2284
   499 Venusia (A902 YE),9.58,77.328,0.052,0.2171,4.016,3.144,2.09,0.1225
   500 Selinur (A903 BJ),9.45,40.828,0.202,0.1458,2.612,2.231,9.79,0.2335
   501 Urhixidur (A903 BK),9.47,74.457,0.052,0.1421,3.166,2.716,20.84,0.175
   502 Sigune (A903 BM),10.72,15.805,0.178,0.1785,2.383,1.958,25.02,0.2678
   503 Evelyn (A903 BL),9.29,81.68,0.0585,0.1731,2.726,2.254,5.01,0.219
   504 Cora (A902 NB),10.12,30.438,0.239,0.2176,2.72,2.128,12.91,0.2197
   505 Cava (A902 QA),8.74,115.0,0.04,0.2425,2.687,2.035,9.82,0.2238
   506 Marion (A903 DB),8.96,105.94,0.0454,0.1446,3.043,2.603,16.99,0.1857
   507 Laodica (A903 DC),9.21,45.17,0.198,0.1048,3.154,2.823,9.51,0.176
   508 Princetonia (A903 HC),8.37,117.241,0.065,0.0096,3.163,3.132,13.3,0.1752
   509 Iolanda (A903 HD),8.39,51.892,0.253,0.098,3.061,2.761,15.41,0.184
   510 Mabella (A903 KA),9.74,60.45,0.062,0.1917,2.61,2.11,9.54,0.2338
   511 Davida (A903 KB),6.42,270.327,0.076,0.1894,3.162,2.563,15.95,0.1753
   512 Taurinensis (A903 MC),10.76,23.09,0.1772,0.2543,2.189,1.633,8.75,0.3043
   513 Centesima (A916 BC),9.49,48.805,0.089,0.0871,3.013,2.75,9.74,0.1885
   514 Armida (A903 QC),9.2,120.093,0.03,0.0366,3.047,2.935,3.88,0.1854
   515 Athalia (A903 SH),10.93,41.19,0.039,0.1778,3.121,2.566,2.04,0.1788
   516 Amherstia (A903 SG),8.35,65.144,0.202,0.2757,2.677,1.939,12.96,0.225
   517 Edith (A903 SK),9.64,111.89,0.026,0.1796,3.155,2.588,3.23,0.1759
   518 Halawe (A915 TP),11.11,16.157,0.246,0.2288,2.534,1.954,6.72,0.2444
   519 Sylvania (A903 UJ),9.13,40.078,0.246,0.1847,2.792,2.276,11.0,0.2113
   520 Franziska (A903 UK),10.62,25.261,0.147,0.1089,3.005,2.678,10.96,0.1892
   521 Brixia (A904 AE),8.57,107.227,0.073,0.2784,2.743,1.98,10.58,0.2169
   522 Helga (A904 AF),9.01,101.22,0.0388,0.0858,3.626,3.315,4.42,0.1427
   523 Ada (A904 BA),10.01,31.89,0.2512,0.1805,2.965,2.43,4.31,0.193
   524 Fidelio (A904 ED),9.84,65.527,0.048,0.1264,2.636,2.303,8.22,0.2303
   525 Adelaide (A908 UJ),12.21,9.326,0.221,0.1019,2.245,2.016,6.0,0.293
   526 Jena (A904 EE),10.12,44.84,0.077,0.1247,3.13,2.74,2.17,0.178
   527 Euryanthe (A904 FC),10.4,52.627,0.039,0.1519,2.725,2.311,9.66,0.2191
   528 Rezia (A904 FA),9.22,91.966,0.046,0.0217,3.396,3.322,12.71,0.1575
   529 Preziosa (A904 FB),9.93,32.01,0.1632,0.0922,3.019,2.74,11.02,0.1879
   530 Turandot (A904 GB),9.37,84.85,0.0472,0.2167,3.191,2.5,8.56,0.1729
   531 Zerlina (A904 GC),12.05,17.804,0.101,0.1994,2.783,2.228,34.03,0.2122
   532 Herculina (A904 HE),5.92,167.791,0.285,0.1804,2.77,2.27,16.3,0.2138
   533 Sara (A904 HC),9.82,30.819,0.252,0.0425,2.983,2.856,6.56,0.1913
   534 Nassovia (A904 HD),9.65,32.333,0.213,0.0601,2.883,2.709,3.28,0.2014
   535 Montague (A904 JE),9.56,79.299,0.054,0.0264,2.57,2.502,6.77,0.2393
   536 Merapi (A904 JF),8.12,147.066,0.048,0.091,3.507,3.188,19.35,0.1501
   537 Pauly (A904 NB),8.78,40.732,0.322,0.236,3.065,2.342,9.92,0.1837
   538 Friederike (A904 OA),9.57,70.64,0.065,0.1723,3.154,2.611,6.52,0.1759
   539 Pamina (A904 PD),10.23,68.356,0.052,0.2131,2.739,2.155,6.8,0.2175
   540 Rosamunde (A904 PE),10.75,19.152,0.331,0.0892,2.219,2.021,5.58,0.2981
   541 Deborah (A904 PF),10.24,60.147,0.055,0.0535,2.814,2.664,6.02,0.2088
   542 Susanna (A904 QA),9.37,42.117,0.217,0.1438,2.903,2.486,12.08,0.1992
   543 Charlotte (A904 RG),9.48,45.613,0.144,0.1505,3.062,2.601,8.46,0.1839
   544 Jetta (A904 RH),10.01,27.169,0.262,0.1523,2.592,2.197,8.37,0.2362
   545 Messalina (A904 TC),8.79,112.631,0.041,0.1752,3.201,2.64,11.28,0.1721
   546 Herodias (A904 TD),9.72,65.945,0.054,0.1163,2.596,2.294,14.87,0.2356
   547 Praxedis (A904 TE),9.98,52.462,0.101,0.2366,2.772,2.116,16.87,0.2135
   548 Kressida (A904 TF),11.35,14.008,0.282,0.1848,2.282,1.86,3.87,0.2859
   549 Jessonda (A904 WA),10.87,15.53,0.289,0.2561,2.687,1.999,3.95,0.2238
   550 Senta (A904 WB),9.33,37.434,0.225,0.2218,2.592,2.017,10.1,0.2362
   551 Ortrud (A904 WC),9.79,81.113,0.04,0.1187,2.969,2.616,0.39,0.1927
   552 Sigelinde (A904 XB),9.63,88.697,0.036,0.09,3.151,2.867,7.69,0.1763
   553 Kundry (A904 YA),12.39,9.01,0.287,0.1099,2.231,1.986,5.39,0.2958
   554 Peraga (A905 AE),9.28,95.87,0.0496,0.1528,2.374,2.012,2.94,0.2694
   555 Norma (A905 AF),10.93,31.04,0.119,0.1555,3.18,2.686,2.67,0.1738
   556 Phyllis (A905 AD),9.5,36.279,0.201,0.1038,2.464,2.209,5.25,0.2548
   557 Violetta (A905 BD),12.12,22.621,0.084,0.0991,2.442,2.2,2.48,0.2583
   558 Carmen (A905 CK),9.03,54.811,0.131,0.0382,2.909,2.798,8.37,0.1987
   559 Nanon (A905 EB),9.53,79.82,0.05,0.0667,2.711,2.53,9.31,0.2208
   560 Delila (A905 EC),10.94,35.334,0.062,0.1579,2.753,2.318,8.45,0.2158
   561 Ingwelde (A905 FC),11.42,31.562,0.058,0.1233,3.17,2.78,1.55,0.1746
   562 Salome (A905 GC),9.99,32.651,0.158,0.1036,3.016,2.704,11.12,0.1881
   563 Suleika (A905 GD),8.38,53.29,0.2477,0.2362,2.712,2.072,10.25,0.2207
   564 Dudu (A905 JD),10.45,52.01,0.05,0.2749,2.75,1.994,17.96,0.2161
   565 Marbachia (A905 JE),10.85,27.332,0.105,0.1319,2.443,2.121,10.99,0.2581
   566 Stereoskopia (A905 KA),8.2,167.381,0.039,0.12,3.375,2.97,4.89,0.159
   567 Eleutheria (A905 KB),9.13,93.41,0.0439,0.0828,3.139,2.879,9.23,0.1772
   568 Cheruskia (A905 OD),9.68,71.224,0.056,0.1679,2.882,2.398,18.41,0.2015
   569 Misa (A905 OE),10.04,72.95,0.0297,0.1787,2.66,2.184,1.29,0.2272
   570 Kythera (A905 OF),8.88,87.486,0.069,0.1181,3.422,3.018,1.82,0.1557
   571 Dulcinea (A905 RA),11.77,11.696,0.298,0.2433,2.411,1.824,5.23,0.2633
   572 Rebekka (A905 SF),10.9,28.903,0.089,0.1574,2.4,2.022,10.58,0.2651
   573 Recha (A905 SG),9.51,47.582,0.1,0.1092,3.014,2.685,9.83,0.1883
   574 Reginhild (A905 SH),12.39,8.456,0.298,0.2388,2.253,1.715,5.68,0.2915
